id,target,timestamp,deviceid,newsid,guid,pos,app_version,device_vendor,netmodel,osversion,lng,lat,device_version,ts,hour,weekend,month,dayofweek
1,0.0,,31032,8008333091915950969,9a2c909ebc47aec49d9c160cdb4a6572,1,28,46,2,25,112.53852,37.837925,1216,1970-01-01 00:26:13.298086436,0,3,1,3
2,0.0,,31032,8008333091915950969,9a2c909ebc47aec49d9c160cdb4a6572,1,28,46,4,25,111.731186,35.62274,1216,1970-01-01 00:26:13.298087570,0,3,1,3
3,0.0,,29177,4941885624885390992,d51a157d2b1e0e9aed4dd7f9900b85b2,2,16,174,4,23,0.0,0.0,1288,1970-01-01 00:26:13.377075934,0,3,1,3
4,0.0,,29177,6088376349846612406,d51a157d2b1e0e9aed4dd7f9900b85b2,1,16,174,4,23,0.0,0.0,1288,1970-01-01 00:26:13.377044359,0,3,1,3
5,0.0,,23141,5343094189765291622,625dc45744f59ddbc3ec8df161217188,0,24,178,4,25,116.75088,36.56831,1053,1970-01-01 00:26:13.380989662,0,3,1,3
6,0.0,,1047,3734327341629052372,3bc11f585ac7b18d7997fa83e19aa439,1,28,86,3,23,0.0,0.0,935,1970-01-01 00:26:13.280467883,0,3,1,3
7,0.0,,1047,5518070787661276860,3bc11f585ac7b18d7997fa83e19aa439,2,28,86,3,23,0.0,0.0,935,1970-01-01 00:26:13.280458325,0,3,1,3
8,0.0,,1047,6167225445325229993,,0,28,86,4,23,0.0,0.0,935,1970-01-01 00:26:13.280222575,0,3,1,3
9,0.0,,1047,8963857601701307537,3bc11f585ac7b18d7997fa83e19aa439,2,28,86,3,23,0.0,0.0,935,1970-01-01 00:26:13.280474186,0,3,1,3
10,0.0,,34426,1068538578400892892,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.311961694,0,3,1,3
11,0.0,,34426,1195127726292048291,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.311987147,0,3,1,3
12,0.0,,34426,1227958604894135383,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.311604440,0,3,1,3
13,0.0,,34426,1227958604894135383,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.311605690,0,3,1,3
14,0.0,,34426,1724246304187202951,b04dfb77636b0e593f54b08d9eda0c5f,5,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312616517,0,3,1,3
15,0.0,,34426,1731805631867861791,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,4,25,0.0,0.0,315,1970-01-01 00:26:13.312359397,0,3,1,3
16,0.0,,34426,1737183557815227664,b04dfb77636b0e593f54b08d9eda0c5f,5,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312819916,0,3,1,3
17,0.0,,34426,1754116862795197915,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312821324,0,3,1,3
18,0.0,,34426,190671025029966346,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.311599275,0,3,1,3
19,0.0,,34426,1945386170424867900,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,4,25,0.0,0.0,315,1970-01-01 00:26:13.312727838,0,3,1,3
20,0.0,,34426,2359045677769293076,b04dfb77636b0e593f54b08d9eda0c5f,4,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312675364,0,3,1,3
21,0.0,,34426,2700108126860496811,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.397935523,0,3,1,3
22,0.0,,34426,2799077803963576743,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.398678979,0,3,1,3
23,0.0,,34426,2799077803963576743,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.398675950,0,3,1,3
24,0.0,,34426,2875266650706310957,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,4,25,0.0,0.0,315,1970-01-01 00:26:13.313174623,0,3,1,3
25,0.0,,34426,2875948592871458699,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.313195523,0,3,1,3
26,0.0,,34426,3066424573304458052,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.313190246,0,3,1,3
27,0.0,,34426,3111526654991894875,b04dfb77636b0e593f54b08d9eda0c5f,4,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.311601575,0,3,1,3
28,0.0,,34426,3557574453511630058,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.398827738,0,3,1,3
29,0.0,,34426,4126230952311862938,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.398843558,0,3,1,3
30,0.0,,34426,4434865065147695905,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,4,25,0.0,0.0,315,1970-01-01 00:26:13.312728035,0,3,1,3
31,0.0,,34426,4904477008550829863,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312569758,0,3,1,3
32,0.0,,34426,5138022296919986288,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312258686,0,3,1,3
33,0.0,,34426,5187306002523498924,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,4,25,0.0,0.0,315,1970-01-01 00:26:13.311949968,0,3,1,3
34,0.0,,34426,5307347579192004201,b04dfb77636b0e593f54b08d9eda0c5f,5,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312657069,0,3,1,3
35,0.0,,34426,5377043448488652595,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.313357750,0,3,1,3
36,0.0,,34426,5461223606015024991,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.313188906,0,3,1,3
37,0.0,,34426,5537028997775945293,b04dfb77636b0e593f54b08d9eda0c5f,4,28,49,4,25,0.0,0.0,315,1970-01-01 00:26:13.312761565,0,3,1,3
38,0.0,,34426,5585414820294743450,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312672879,0,3,1,3
39,0.0,,34426,5859022849006413814,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.311959956,0,3,1,3
40,0.0,,34426,593652119529637949,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,4,25,0.0,0.0,315,1970-01-01 00:26:13.313134565,0,3,1,3
41,0.0,,34426,596224363322257798,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312794997,0,3,1,3
42,0.0,,34426,6127453224766916593,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.311601314,0,3,1,3
43,0.0,,34426,6151613141598211275,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.313216514,0,3,1,3
44,0.0,,34426,629086426984188732,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.313176035,0,3,1,3
45,0.0,,34426,6464759474589252883,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.311962909,0,3,1,3
46,0.0,,34426,6501611250665223749,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.313223008,0,3,1,3
47,0.0,,34426,6617065595441740016,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312570596,0,3,1,3
48,0.0,,34426,6845175473242176433,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312818084,0,3,1,3
49,0.0,,34426,6879615584535503463,b04dfb77636b0e593f54b08d9eda0c5f,3,28,49,4,25,0.0,0.0,315,1970-01-01 00:26:13.312698453,0,3,1,3
50,0.0,,34426,6966353114648879559,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,4,25,0.0,0.0,315,1970-01-01 00:26:13.312712890,0,3,1,3
51,0.0,,34426,6985508128494559456,b04dfb77636b0e593f54b08d9eda0c5f,5,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312673811,0,3,1,3
52,0.0,,34426,6989183703269999046,b04dfb77636b0e593f54b08d9eda0c5f,6,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.398838615,0,3,1,3
53,0.0,,34426,737830209652580676,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.339019995,0,3,1,3
54,0.0,,34426,7420062399197158407,b04dfb77636b0e593f54b08d9eda0c5f,3,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312793324,0,3,1,3
55,0.0,,34426,7532208422581286769,b04dfb77636b0e593f54b08d9eda0c5f,4,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312681129,0,3,1,3
56,0.0,,34426,7697918185103461298,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,4,25,0.0,0.0,315,1970-01-01 00:26:13.312360073,0,3,1,3
57,0.0,,34426,7783505529966235504,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.311951248,0,3,1,3
58,0.0,,34426,7849758359725119755,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312450372,0,3,1,3
59,0.0,,34426,7899576819440121851,b04dfb77636b0e593f54b08d9eda0c5f,3,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312813941,0,3,1,3
60,0.0,,34426,7953074825550329835,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312797632,0,3,1,3
61,0.0,,34426,8129913635463401319,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.313261377,0,3,1,3
62,0.0,,34426,8140352421339780008,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312792279,0,3,1,3
63,0.0,,34426,8175592642090353719,b04dfb77636b0e593f54b08d9eda0c5f,4,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312815874,0,3,1,3
64,0.0,,34426,8175592642090353719,b04dfb77636b0e593f54b08d9eda0c5f,4,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312817031,0,3,1,3
65,0.0,,34426,8227242870413396121,b04dfb77636b0e593f54b08d9eda0c5f,4,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312684180,0,3,1,3
66,0.0,,34426,8232548481220754021,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.313386082,0,3,1,3
67,0.0,,34426,8625561990896559539,b04dfb77636b0e593f54b08d9eda0c5f,1,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.313225465,0,3,1,3
68,0.0,,34426,8732296562528899254,b04dfb77636b0e593f54b08d9eda0c5f,4,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312659351,0,3,1,3
69,0.0,,34426,873290661064535314,b04dfb77636b0e593f54b08d9eda0c5f,0,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.312257286,0,3,1,3
70,0.0,,34426,8957682114544078166,b04dfb77636b0e593f54b08d9eda0c5f,2,28,49,3,25,0.0,0.0,315,1970-01-01 00:26:13.398647056,0,3,1,3
71,0.0,,55955,1027465147051722167,7a7e251a3a8a3e51f304558189d920f8,0,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.365555907,0,3,1,3
72,0.0,,55955,1087291812511982332,7a7e251a3a8a3e51f304558189d920f8,1,28,86,4,23,0.0,0.0,941,1970-01-01 00:26:13.219855445,0,3,1,3
73,0.0,,55955,1227506534075035258,7a7e251a3a8a3e51f304558189d920f8,6,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.364924458,0,3,1,3
74,0.0,,55955,1423728582189605531,7a7e251a3a8a3e51f304558189d920f8,2,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.368698189,0,3,1,3
75,1.0,1573221200000.0,55955,1441205267295707622,7a7e251a3a8a3e51f304558189d920f8,0,28,86,3,23,106.05169,27.969893,941,1970-01-01 00:26:13.221210580,0,3,1,3
76,0.0,,55955,1500806138474793939,7a7e251a3a8a3e51f304558189d920f8,3,28,86,3,23,106.05169,27.969893,941,1970-01-01 00:26:13.269060009,0,3,1,3
77,0.0,,55955,1517422131058124822,7a7e251a3a8a3e51f304558189d920f8,2,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.220013449,0,3,1,3
78,0.0,,55955,1683002915218860280,7a7e251a3a8a3e51f304558189d920f8,0,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.365803033,0,3,1,3
79,0.0,,55955,1857729777375165403,7a7e251a3a8a3e51f304558189d920f8,5,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.219910347,0,3,1,3
80,0.0,,55955,1963954422881333115,7a7e251a3a8a3e51f304558189d920f8,5,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.368277387,0,3,1,3
81,0.0,,55955,1975347138594119747,7a7e251a3a8a3e51f304558189d920f8,2,28,86,4,23,0.0,0.0,941,1970-01-01 00:26:13.219992647,0,3,1,3
82,0.0,,55955,1991733931896385930,7a7e251a3a8a3e51f304558189d920f8,6,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.364502405,0,3,1,3
83,0.0,,55955,2151479583563584786,7a7e251a3a8a3e51f304558189d920f8,0,28,86,4,23,0.0,0.0,941,1970-01-01 00:26:13.219992346,0,3,1,3
84,0.0,,55955,2230666512405523505,7a7e251a3a8a3e51f304558189d920f8,2,28,86,3,23,106.05169,27.969893,941,1970-01-01 00:26:13.225125478,0,3,1,3
85,0.0,,55955,229987454413471514,7a7e251a3a8a3e51f304558189d920f8,1,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.366854381,0,3,1,3
86,0.0,,55955,2328359845888346044,7a7e251a3a8a3e51f304558189d920f8,0,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.368069878,0,3,1,3
87,1.0,1573364600000.0,55955,2492493898394443843,7a7e251a3a8a3e51f304558189d920f8,5,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.364373414,0,3,1,3
88,1.0,1573226200000.0,55955,2672348718155449426,7a7e251a3a8a3e51f304558189d920f8,5,28,86,3,23,106.05169,27.969893,941,1970-01-01 00:26:13.225982895,0,3,1,3
89,0.0,,55955,2853992683452935637,7a7e251a3a8a3e51f304558189d920f8,1,28,86,3,23,106.05169,27.969893,941,1970-01-01 00:26:13.223518470,0,3,1,3
90,0.0,,55955,2944447701488478253,7a7e251a3a8a3e51f304558189d920f8,2,28,86,4,23,106.05169,27.969893,941,1970-01-01 00:26:13.224084376,0,3,1,3
91,0.0,,55955,3009917817062906290,7a7e251a3a8a3e51f304558189d920f8,5,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.368337710,0,3,1,3
92,0.0,,55955,3171264516383877694,7a7e251a3a8a3e51f304558189d920f8,3,28,86,3,23,106.05169,27.969893,941,1970-01-01 00:26:13.221714910,0,3,1,3
93,0.0,,55955,3188913944478160153,7a7e251a3a8a3e51f304558189d920f8,5,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.368353455,0,3,1,3
94,0.0,,55955,325154124419868855,7a7e251a3a8a3e51f304558189d920f8,0,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.370044645,0,3,1,3
95,1.0,1573223500000.0,55955,3605107585850541024,7a7e251a3a8a3e51f304558189d920f8,4,28,86,3,23,106.05169,27.969893,941,1970-01-01 00:26:13.223474473,0,3,1,3
96,0.0,,55955,3618143417417528242,7a7e251a3a8a3e51f304558189d920f8,1,28,86,3,23,106.05169,27.969893,941,1970-01-01 00:26:13.225977467,0,3,1,3
97,1.0,1573223300000.0,55955,3669597114738367832,7a7e251a3a8a3e51f304558189d920f8,3,28,86,3,23,106.05169,27.969893,941,1970-01-01 00:26:13.223197376,0,3,1,3
98,0.0,,55955,3834179112999123697,7a7e251a3a8a3e51f304558189d920f8,1,28,86,4,23,106.051636,27.9699,941,1970-01-01 00:26:13.353985157,0,3,1,3
99,0.0,,55955,3834179112999123697,7a7e251a3a8a3e51f304558189d920f8,1,28,86,4,23,106.051636,27.9699,941,1970-01-01 00:26:13.307908689,0,3,1,3
100,0.0,,55955,3995518396901517967,7a7e251a3a8a3e51f304558189d920f8,2,28,86,3,23,0.0,0.0,941,1970-01-01 00:26:13.368223591,0,3,1,3
